name,planet_type,detection_method,discovery_year,year_class,mass_jup,rayon_jup,orbital_radius,orbital_period,eccentricity,distance,luminosité
Kepler-1753 b,Neptune-like,Transit,2021,After 2020,0.0176085,0.1986484,0.1179,0.043805614,0.0,2308.0,15.59
Kepler-1754 b,Neptune-like,Transit,2021,After 2020,0.0205695,0.218,0.0718,0.022450376,0.0,2345.0,16.007
Kepler-1755 b,Neptune-like,Transit,2021,After 2020,0.09261,0.528,0.1668,0.0678987,0.0,3205.0,14.544
Kepler-1757 b,Neptune-like,Transit,2021,After 2020,0.0283185,0.263,0.1335,0.053935662,0.0,2633.0,15.817
Kepler-1758 b,Neptune-like,Transit,2021,After 2020,0.0224595,0.229,0.0919,0.027378507,0.0,5181.0,15.119
Kepler-1759 b,Terrestrial,Transit,2021,After 2020,0.0021294,0.08063680000000001,0.0429,0.010130048,0.0,1257.0,14.532
Kepler-175 b,Neptune-like,Transit,2014,2010–2020,0.022302,0.228,0.105,0.032580424,0.0,4281.0,15.225
Kepler-175 c,Neptune-like,Transit,2014,2010–2020,0.03087,0.277,0.213,0.09308693,0.0,4281.0,15.225
Kepler-1761 b,Super Earth,Transit,2021,After 2020,0.007906499999999999,0.1240772,0.0413,0.0109514035,0.0,722.0,15.619
Kepler-1762 b,Neptune-like,Transit,2021,After 2020,0.0253575,0.246,0.204,0.080766596,0.0,5427.0,15.239
Kepler-1763 b,Super Earth,Transit,2021,After 2020,0.0050085,0.1023124,0.0257,0.0041067763,0.0,2468.0,13.634
Kepler-1764 b,Neptune-like,Transit,2021,After 2020,0.05922,0.406,0.3512,0.19301848,0.0,5032.0,14.91
Kepler-1765 b,Neptune-like,Transit,2021,After 2020,0.021357,0.223,0.0917,0.028473647,0.0,2494.0,15.04
Kepler-1766 b,Neptune-like,Transit,2021,After 2020,0.0183015,0.203,0.4229,0.28747433,0.0,1635.0,12.96
Kepler-1767 b,Neptune-like,Transit,2021,After 2020,0.029421,0.269,0.2873,0.16344969,0.0,2676.0,16.206
Kepler-1768 b,Neptune-like,Transit,2021,After 2020,0.017703,0.19918360000000002,0.1286,0.041341547,0.0,2064.0,13.565
Kepler-1769 b,Neptune-like,Transit,2021,After 2020,0.05733,0.398,0.3987,0.24421628,0.0,1430.0,12.487
Kepler-176 b,Super Earth,Transit,2014,2010–2020,0.0082845,0.127556,0.058,0.014784395,0.0,1720.0,14.767
Kepler-176 c,Neptune-like,Transit,2014,2010–2020,0.07245,0.232,0.102,0.03504449,0.0,1720.0,14.767
Kepler-176 d,Super Earth,Transit,2014,2010–2020,0.04788,0.224,0.163,0.07063655,0.0,1720.0,14.767
Kepler-176 e,Super Earth,Transit,2016,2010–2020,0.008505,0.12934,0.2494,0.14017797,0.0,1720.0,14.767
Kepler-1770 b,Neptune-like,Transit,2021,After 2020,0.0266175,0.253,0.1261,0.04599589,0.0,1902.0,14.418
Kepler-1771 b,Neptune-like,Transit,2021,After 2020,0.048825,0.362,0.3815,0.24257357,0.0,1845.0,13.802
Kepler-1772 b,Neptune-like,Transit,2021,After 2020,0.024191999999999998,0.24,0.0418,0.008761123,0.0,2843.0,13.546
Kepler-1773 b,Neptune-like,Transit,2021,After 2020,0.038114999999999996,0.313,0.2489,0.11170431,0.0,2222.0,13.085
Kepler-1774 b,Neptune-like,Transit,2021,After 2020,0.03213,0.284,0.3096,0.16372347,0.0,2664.0,14.02
Kepler-1775 b,Neptune-like,Transit,2021,After 2020,0.040635000000000004,0.325,0.3986,0.2346338,0.0,2143.0,13.429
Kepler-1776 b,Neptune-like,Transit,2021,After 2020,0.0230895,0.233,0.2124,0.09582478,0.0,2252.0,13.68
Kepler-1777 b,Neptune-like,Transit,2021,After 2020,0.016348500000000002,0.19017440000000002,0.1031,0.03340178,0.0,2020.0,14.112
Kepler-1778 b,Neptune-like,Transit,2021,After 2020,0.029484,0.269,0.0956,0.027652293,0.0,4163.0,15.273
Kepler-1779 b,Neptune-like,Transit,2021,After 2020,0.029736,0.271,0.1264,0.044626966,0.0,2964.0,15.132
Kepler-177 b,Neptune-like,Transit,2013,2010–2020,0.018396,0.312,0.2184,0.1010267,0.0,4682.0,15.171
Kepler-177 c,Neptune-like,Transit,2013,2010–2020,0.046305,0.779,0.2655,0.13524984,0.0,4682.0,15.171
Kepler-1780 b,Neptune-like,Transit,2021,After 2020,0.040005,0.322,0.4276,0.29952088,0.0,2579.0,14.907
Kepler-1781 b,Neptune-like,Transit,2021,After 2020,0.019719,0.212,0.0574,0.013415469,0.0,3140.0,15.713
Kepler-1782 b,Neptune-like,Transit,2021,After 2020,0.01764,0.1988268,0.0582,0.015879534,0.0,997.0,13.875
Kepler-1783 b,Super Earth,Transit,2021,After 2020,0.007245,0.1176548,0.077,0.022724163,0.0,861.0,13.309
Kepler-1784 b,Neptune-like,Transit,2021,After 2020,0.025956,0.25,0.1072,0.037234772,0.0,2880.0,15.423
Kepler-1785 b,Neptune-like,Transit,2021,After 2020,0.024475499999999997,0.241,0.1379,0.053661875,0.0,2433.0,14.245
Kepler-1786 b,Neptune-like,Transit,2021,After 2020,0.031814999999999996,0.282,0.3659,0.21492128,0.0,2818.0,14.088
Kepler-1787 b,Neptune-like,Transit,2021,After 2020,0.0188685,0.207,0.227,0.10759754,0.0,2540.0,14.564
Kepler-1788 b,Neptune-like,Transit,2021,After 2020,0.0196875,0.212,0.0343,0.007665982,0.0,1828.0,15.484
Kepler-1789 b,Neptune-like,Transit,2021,After 2020,0.02646,0.253,0.3543,0.21957563,0.0,1995.0,14.449
Kepler-178 b,Neptune-like,Transit,2014,2010–2020,0.0275625,0.259,0.085,0.026283368,0.0,2336.0,14.876
Kepler-178 c,Neptune-like,Transit,2014,2010–2020,0.0272475,0.257,0.142,0.05639973,0.0,2336.0,14.876
Kepler-178 d,Neptune-like,Transit,2014,2010–2020,0.04662,0.352,0.397,0.26475015,0.0,2336.0,14.876
Kepler-1790 b,Neptune-like,Transit,2021,After 2020,0.0315,0.281,0.197,0.08651608,0.0,3491.0,14.179
Kepler-1791 b,Neptune-like,Transit,2021,After 2020,0.0312165,0.278,0.0761,0.021081451,0.0,1964.0,13.529
Kepler-1792 b,Neptune-like,Transit,2021,After 2020,0.0217035,0.225,0.0488,0.011498973,0.0,1961.0,15.566
Kepler-1793 b,Neptune-like,Transit,2021,After 2020,0.04347,0.338,0.0787,0.024093088,0.0,3881.0,15.949
Kepler-1794 b,Super Earth,Transit,2021,After 2020,0.0121905,0.1600248,0.0821,0.026830938,0.0,1831.0,15.497
Kepler-1796 b,Neptune-like,Transit,2021,After 2020,0.0252,0.245,0.1879,0.080766596,0.0,2694.0,14.493
Kepler-1797 b,Neptune-like,Transit,2021,After 2020,0.030177,0.273,0.1637,0.06406571,0.0,4366.0,15.421
Kepler-1798 b,Neptune-like,Transit,2021,After 2020,0.018711000000000002,0.206,0.1082,0.046269678,0.0,1289.0,16.391
Kepler-1799 b,Neptune-like,Transit,2021,After 2020,0.050085000000000005,0.368,0.1028,0.032580424,0.0,7355.0,15.99
Kepler-179 b,Super Earth,Transit,2014,2010–2020,0.0104895,0.146288,0.036,0.0073921974,0.0,1976.0,14.772
Kepler-179 c,Super Earth,Transit,2014,2010–2020,0.014679000000000001,0.1784,0.064,0.017522246,0.0,1976.0,14.772
Kepler-17 b,Gas Giant,Transit,2011,2010–2020,2.45,1.31,0.02591,0.0041067763,0.011,2351.0,14.314
Kepler-1800 b,Terrestrial,Transit,2021,After 2020,0.0030271499999999997,0.0889324,0.0592,0.012594113,0.0,1143.0,13.194
Kepler-1801 b,Neptune-like,Transit,2021,After 2020,0.024569999999999998,0.242,0.0915,0.028473647,0.0,2738.0,15.28
Kepler-1802 b,Super Earth,Transit,2021,After 2020,0.0108045,0.1490532,0.0662,0.042436685,0.0,2077.0,15.905
Kepler-1802 c,Neptune-like,Transit,2021,After 2020,0.0189,0.207,0.1748,0.09062286,0.0,2077.0,15.905
Kepler-1804 b,Super Earth,Transit,2021,After 2020,0.010017,0.14236320000000002,0.1017,0.033675566,0.0,1417.0,14.679
Kepler-1805 b,Super Earth,Transit,2021,After 2020,0.00945,0.137814,0.0699,0.024093088,0.0,723.0,15.536
Kepler-1806 b,Neptune-like,Transit,2021,After 2020,0.0193725,0.21,0.0813,0.024640657,0.0,3190.0,16.173
Kepler-1807 b,Neptune-like,Transit,2021,After 2020,0.024475499999999997,0.241,0.0988,0.029842572,0.0,4238.0,14.127
Kepler-1808 b,Neptune-like,Transit,2021,After 2020,0.02961,0.27,0.1467,0.06379192,0.0,3334.0,15.424
Kepler-1809 b,Super Earth,Transit,2021,After 2020,0.009134999999999999,0.13495959999999999,0.0435,0.010403832,0.0,1336.0,14.271
Kepler-180 b,Super Earth,Transit,2014,2010–2020,0.009009,0.1338,0.109,0.03778234,0.0,2269.0,14.488
Kepler-180 c,Neptune-like,Transit,2014,2010–2020,0.029358000000000002,0.269,0.229,0.11471595,0.0,2269.0,14.488
Kepler-1810 b,Neptune-like,Transit,2021,After 2020,0.045989999999999996,0.35,0.4137,0.2767967,0.0,3294.0,15.4
Kepler-1811 b,Neptune-like,Transit,2021,After 2020,0.044414999999999996,0.343,0.3462,0.2091718,0.0,4536.0,15.327
Kepler-1812 b,Neptune-like,Transit,2021,After 2020,0.0189315,0.207,0.0765,0.019712524,0.0,4597.0,15.631
Kepler-1814 b,Neptune-like,Transit,2021,After 2020,0.0195615,0.211,0.0371,0.007939767,0.0,2369.0,15.814
Kepler-1815 b,Neptune-like,Transit,2021,After 2020,0.0251685,0.245,0.0984,0.03340178,0.0,3284.0,15.621
Kepler-1816 b,Super Earth,Transit,2021,After 2020,0.014269500000000001,0.1755456,0.3648,0.25051335,0.0,1428.0,14.734
Kepler-1817 b,Neptune-like,Transit,2021,After 2020,0.0182385,0.203,0.2348,0.12128679,0.0,2442.0,15.346
Kepler-1818 b,Super Earth,Transit,2021,After 2020,0.011277,0.1528888,0.055,0.012594113,0.0,3375.0,14.514
Kepler-1819 b,Neptune-like,Transit,2021,After 2020,0.045675,0.348,0.1337,0.04517454,0.0,4447.0,15.489
Kepler-181 b,Super Earth,Transit,2014,2010–2020,0.0067725,0.11328400000000001,0.04,0.008487337,0.0,1987.0,14.854
Kepler-181 c,Super Earth,Transit,2014,2010–2020,0.014553,0.177508,0.049,0.011772759,0.0,1987.0,14.854
Kepler-1820 b,Neptune-like,Transit,2021,After 2020,0.031185,0.278,0.1964,0.08487337,0.0,4650.0,15.759
Kepler-1821 b,Neptune-like,Transit,2021,After 2020,0.022806,0.231,0.1244,0.04517454,0.0,2609.0,14.795
Kepler-1822 b,Neptune-like,Transit,2021,After 2020,0.023625,0.236,0.1416,0.060506504,0.0,2928.0,15.804
Kepler-1823 b,Super Earth,Transit,2021,After 2020,0.01575,0.1860712,0.1528,0.057768654,0.0,2365.0,13.477
Kepler-1824 b,Neptune-like,Transit,2021,After 2020,0.019719,0.212,0.4267,0.26173854,0.0,3393.0,14.976
Kepler-1825 b,Super Earth,Transit,2021,After 2020,0.0082215,0.1268424,0.0187,0.0027378509,0.0,1403.0,14.605
Kepler-1826 b,Super Earth,Transit,2021,After 2020,0.008757,0.13157000000000002,0.0213,0.0043805614,0.0,1099.0,16.83
Kepler-1827 b,Super Earth,Transit,2021,After 2020,0.012915,0.1655552,0.0455,0.010130048,0.0,2239.0,13.228
Kepler-1828 b,Neptune-like,Transit,2021,After 2020,0.0161595,0.1887472,0.0924,0.028199865,0.0,2844.0,14.985
Kepler-1829 b,Neptune-like,Transit,2021,After 2020,0.0211365,0.221,0.0559,0.014236824,0.0,2218.0,15.218
Kepler-182 b,Neptune-like,Transit,2014,2010–2020,0.022616999999999998,0.23,0.096,0.026830938,0.0,5053.0,14.942
Kepler-182 c,Neptune-like,Transit,2014,2010–2020,0.036539999999999996,0.306,0.157,0.056673512,0.0,5053.0,14.942
Kepler-1830 b,Neptune-like,Transit,2021,After 2020,0.034964999999999996,0.297,0.3259,0.15468857,0.0,3448.0,13.605
Kepler-1831 b,Super Earth,Transit,2021,After 2020,0.014301,0.175724,0.0655,0.015879534,0.0,3436.0,15.158
Kepler-1832 b,Super Earth,Transit,2021,After 2020,0.006363,0.10944840000000002,0.037,0.008487337,0.0,1586.0,14.577
Kepler-1833 b,Super Earth,Transit,2021,After 2020,0.007056000000000001,0.11596000000000001,0.0771,0.01889117,0.0,1930.0,12.645
Kepler-1834 b,Super Earth,Transit,2021,After 2020,0.0085995,0.1301428,0.0496,0.012594113,0.0,1632.0,15.18
Kepler-1835 b,Neptune-like,Transit,2021,After 2020,0.03843,0.315,0.0997,0.03285421,0.0,4581.0,15.615
Kepler-1836 b,Neptune-like,Transit,2021,After 2020,0.022207499999999998,0.228,0.0602,0.01451061,0.0,4804.0,15.558
Kepler-1837 b,Super Earth,Transit,2021,After 2020,0.015498,0.18437640000000002,0.065,0.01615332,0.0,4010.0,15.48
Kepler-1838 b,Super Earth,Transit,2021,After 2020,0.010709999999999999,0.148072,0.1096,0.033127997,0.0,1472.0,11.443
Kepler-1839 b,Super Earth,Transit,2021,After 2020,0.014049,0.1738508,0.0583,0.013963039,0.0,3708.0,14.935
Kepler-183 b,Super Earth,Transit,2014,2010–2020,0.015435,0.183752,0.064,0.015605749,0.0,3427.0,14.993
Kepler-183 c,Super Earth,Transit,2014,2010–2020,0.11245500000000001,0.203,0.103,0.03175907,0.0,3427.0,14.993
Kepler-1840 b,Neptune-like,Transit,2021,After 2020,0.025609500000000004,0.248,0.4644,0.35920602,0.0,1674.0,15.192
Kepler-1841 b,Super Earth,Transit,2021,After 2020,0.008883,0.13281880000000001,0.1606,0.070910335,0.0,2061.0,14.855
Kepler-1842 b,Neptune-like,Transit,2021,After 2020,0.019341,0.21,0.116,0.03832991,0.0,3013.0,14.746
Kepler-1843 b,Neptune-like,Transit,2021,After 2020,0.024569999999999998,0.242,0.171,0.069815196,0.0,2559.0,13.086
Kepler-1844 b,Neptune-like,Transit,2021,After 2020,0.029799000000000003,0.271,0.0478,0.010677618,0.0,5886.0,15.995
Kepler-1845 b,Neptune-like,Transit,2021,After 2020,0.020537999999999997,0.218,0.0885,0.03175907,0.0,2318.0,16.117
Kepler-1846 b,Super Earth,Transit,2021,After 2020,0.011843999999999999,0.1573488,0.1089,0.04052019,0.0,1222.0,14.412
Kepler-1847 b,Neptune-like,Transit,2021,After 2020,0.0251055,0.245,0.0989,0.030390145,0.0,5525.0,16.027
Kepler-1848 b,Super Earth,Transit,2021,After 2020,0.0080955,0.1256828,0.0563,0.015331964,0.0,1010.0,13.887
Kepler-1849 b,Neptune-like,Transit,2021,After 2020,0.0198135,0.213,0.2597,0.15687884,0.0,2061.0,15.997
Kepler-184 b,Neptune-like,Transit,2014,2010–2020,0.0194355,0.211,0.092,0.029295003,0.0,1991.0,14.42
Kepler-184 c,Super Earth,Transit,2014,2010–2020,0.02772,0.175724,0.141,0.05557837,0.0,1991.0,14.42
Kepler-184 d,Neptune-like,Transit,2014,2010–2020,0.021294,0.222,0.179,0.07939767,0.0,1991.0,14.42
Kepler-1850 b,Terrestrial,Transit,2021,After 2020,0.00098595,0.0650268,0.0206,0.003832991,0.0,816.0,14.44
Kepler-1851 b,Neptune-like,Transit,2021,After 2020,0.045675,0.348,0.1016,0.03285421,0.0,5186.0,15.699
Kepler-1852 b,Super Earth,Transit,2021,After 2020,0.013293,0.1682312,0.0762,0.021902807,0.0,2520.0,15.726
Kepler-1853 b,Super Earth,Transit,2021,After 2020,0.009198,0.1354948,0.2395,0.13388091,0.0,1834.0,15.229
Kepler-1854 b,Neptune-like,Transit,2021,After 2020,0.0227115,0.231,0.2119,0.10896646,0.0,1381.0,14.381
Kepler-1856 b,Super Earth,Transit,2021,After 2020,0.011529000000000001,0.1546728,0.0215,0.003559206,0.0,2769.0,15.621
Kepler-1857 b,Super Earth,Transit,2021,After 2020,0.014175,0.1749212,0.0807,0.02436687,0.0,2783.0,14.36
Kepler-1858 b,Neptune-like,Transit,2021,After 2020,0.020286000000000002,0.216,0.3575,0.24120465,0.0,2717.0,15.959
Kepler-1859 b,Super Earth,Transit,2021,After 2020,0.0098595,0.1412036,0.0394,0.0073921974,0.0,4343.0,15.178
Kepler-185 b,Super Earth,Transit,2014,2010–2020,0.0053865,0.104364,0.026,0.0043805614,0.0,1522.0,14.562
Kepler-185 c,Super Earth,Transit,2014,2010–2020,0.014931000000000002,0.180184,0.139,0.056673512,0.0,1522.0,14.562
Kepler-1860 b,Super Earth,Transit,2021,After 2020,0.0048825000000000006,0.1015988,0.1021,0.034770705,0.0,1431.0,13.569
Kepler-1861 b,Neptune-like,Transit,2021,After 2020,0.017325,0.1968644,0.2408,0.10951403,0.0,2707.0,13.709
Kepler-1862 b,Neptune-like,Transit,2021,After 2020,0.0172935,0.19650759999999998,0.1199,0.044079397,0.0,4019.0,15.847
Kepler-1863 b,Neptune-like,Transit,2021,After 2020,0.018081,0.202,0.2555,0.123203285,0.0,2823.0,13.64
Kepler-1864 b,Terrestrial,Transit,2021,After 2020,0.00111195,0.0672568,0.0488,0.010677618,0.0,975.0,12.123
Kepler-1865 b,Super Earth,Transit,2021,After 2020,0.0097965,0.1406684,0.0344,0.0068446267,0.0,3008.0,15.468
Kepler-1866 b,Super Earth,Transit,2021,After 2020,0.0157185,0.1857144,0.1016,0.032032855,0.0,3186.0,14.418
Kepler-1867 b,Super Earth,Transit,2021,After 2020,0.0051975,0.103472,0.0872,0.027104722,0.0,2220.0,13.549
Kepler-1868 b,Neptune-like,Transit,2021,After 2020,0.031814999999999996,0.281,0.6266,0.5776865,0.0,894.0,14.157
Kepler-1869 b,Super Earth,Transit,2021,After 2020,0.004599,0.099904,0.0791,0.022450376,0.0,369.0,10.31
Kepler-186 b,Super Earth,Transit,2014,2010–2020,0.003906,0.095444,0.0343,0.010677618,0.0,579.0,15.138
Kepler-186 c,Super Earth,Transit,2014,2010–2020,0.006615,0.1115,0.0451,0.019986311,0.0,579.0,15.138
Kepler-186 d,Super Earth,Transit,2014,2010–2020,0.008001,0.12487999999999999,0.0781,0.036413416,0.0,579.0,15.138
Kepler-186 e,Super Earth,Transit,2014,2010–2020,0.0067725,0.11328400000000001,0.11,0.061327856,0.0,579.0,15.138
Kepler-186 f,Super Earth,Transit,2014,2010–2020,0.0053865,0.104364,0.432,0.3556468,0.04,579.0,15.138
Kepler-1870 b,Neptune-like,Transit,2021,After 2020,0.015970500000000002,0.1874092,0.0453,0.009856262,0.0,1328.0,13.566
Kepler-1871 b,Neptune-like,Transit,2021,After 2020,0.020286000000000002,0.216,0.0308,0.0054757018,0.0,2788.0,14.822
Kepler-1872 b,Neptune-like,Transit,2021,After 2020,0.019782,0.213,0.0465,0.010403832,0.0,2741.0,15.966
Kepler-1873 b,Super Earth,Transit,2021,After 2020,0.010332,0.14503919999999998,0.0128,0.0016427105,0.0,2678.0,15.889
Kepler-1874 b,Neptune-like,Transit,2021,After 2020,0.017387999999999997,0.19722119999999999,0.2633,0.15496235,0.0,1331.0,15.434
Kepler-1875 b,Neptune-like,Transit,2021,After 2020,0.033075,0.288,0.2039,0.09445585,0.0,5416.0,15.201
Kepler-1876 b,Terrestrial,Transit,2021,After 2020,0.00285075,0.087416,0.0735,0.019164955,0.0,848.0,10.793
Kepler-1877 b,Terrestrial,Transit,2021,After 2020,0.00056385,0.0556608,0.0351,0.006570842,0.0,931.0,12.29
Kepler-1878 b,Neptune-like,Transit,2021,After 2020,0.027909,0.261,0.0521,0.012046544,0.0,4874.0,15.587
Kepler-1879 b,Super Earth,Transit,2021,After 2020,0.015498,0.184198,0.0953,0.02902122,0.0,2046.0,12.825
Kepler-187 b,Super Earth,Transit,2014,2010–2020,0.0080955,0.125772,0.059,0.013415469,0.0,3728.0,14.297
Kepler-187 c,Neptune-like,Transit,2014,2010–2020,0.0239715,0.238,0.099,0.02902122,0.0,3728.0,14.297
Kepler-1880 b,Neptune-like,Transit,2021,After 2020,0.0161595,0.18883640000000002,0.054,0.017248461,0.0,1993.0,16.088
Kepler-1881 b,Neptune-like,Transit,2021,After 2020,0.0288855,0.266,0.5368,0.4364134,0.0,3449.0,15.898
Kepler-1882 b,Super Earth,Transit,2021,After 2020,0.0088515,0.13264040000000002,0.1151,0.03778234,0.0,1446.0,12.516
Kepler-1883 b,Neptune-like,Transit,2021,After 2020,0.033389999999999996,0.29,0.4438,0.28309378,0.0,4494.0,15.642
Kepler-1884 b,Super Earth,Transit,2021,After 2020,0.0124425,0.1618088,0.0845,0.024640657,0.0,4707.0,15.433
Kepler-1885 b,Super Earth,Transit,2021,After 2020,0.0091035,0.1347812,0.036,0.0068446267,0.0,2670.0,14.851
Kepler-1886 b,Neptune-like,Transit,2021,After 2020,0.022616999999999998,0.23,0.16,0.06652977,0.0,3456.0,15.627
Kepler-1887 b,Neptune-like,Transit,2021,After 2020,0.027972000000000004,0.261,0.1421,0.05448323,0.0,4456.0,15.955
Kepler-1888 b,Super Earth,Transit,2021,After 2020,0.007307999999999999,0.11827920000000001,0.0956,0.031211497,0.0,1314.0,12.099
Kepler-1889 b,Neptune-like,Transit,2021,After 2020,0.028287000000000003,0.263,0.2082,0.10212183,0.0,4551.0,15.715
Kepler-188 b,Super Earth,Transit,2014,2010–2020,0.010899,0.149856,0.032,0.0057494864,0.0,3159.0,14.719
Kepler-188 c,Neptune-like,Transit,2014,2010–2020,0.032445,0.285,0.066,0.016427105,0.0,3159.0,14.719
Kepler-1890 b,Terrestrial,Transit,2021,After 2020,0.0018490499999999999,0.0775148,0.0563,0.013141684,0.0,1728.0,12.916
Kepler-1891 b,Super Earth,Transit,2021,After 2020,0.0092295,0.1356732,0.0473,0.0109514035,0.0,1945.0,14.412
Kepler-1892 b,Super Earth,Transit,2021,After 2020,0.012694500000000001,0.1638604,0.0633,0.017248461,0.0,2778.0,15.592
Kepler-1893 b,Super Earth,Transit,2021,After 2020,0.0111825,0.1521752,0.0504,0.011498973,0.0,3427.0,15.152
Kepler-1894 b,Super Earth,Transit,2021,After 2020,0.005890500000000001,0.10712920000000001,0.0385,0.007665982,0.0,3051.0,15.452
Kepler-1895 b,Neptune-like,Transit,2021,After 2020,0.016191,0.1890148,0.0615,0.01670089,0.0,3210.0,15.787
Kepler-1896 b,Neptune-like,Transit,2021,After 2020,0.03087,0.277,0.2529,0.122929506,0.0,5653.0,15.844
Kepler-1897 b,Neptune-like,Transit,2021,After 2020,0.026208000000000002,0.251,0.1546,0.066255994,0.0,3207.0,16.01
Kepler-1898 b,Terrestrial,Transit,2021,After 2020,0.002394,0.0833128,0.0522,0.013141684,0.0,1177.0,13.387
Kepler-1899 b,Super Earth,Transit,2021,After 2020,0.009513,0.1383492,0.0457,0.011225188,0.0,2321.0,16.136
Kepler-189 b,Super Earth,Transit,2014,2010–2020,0.0060479999999999996,0.107932,0.088,0.028473647,0.0,1930.0,14.971
Kepler-189 c,Super Earth,Transit,2014,2010–2020,0.071505,0.212,0.137,0.0550308,0.0,1930.0,14.971
Kepler-18 b,Super Earth,Transit,2011,2010–2020,0.021735,0.1784,0.0447,0.009582478,0.0,1413.0,13.771
Kepler-18 c,Neptune-like,Transit,2011,2010–2020,0.054495,0.49,0.0752,0.020807665,0.0,1413.0,13.771
Kepler-18 d,Neptune-like,Transit,2011,2010–2020,0.05166,0.623,0.1172,0.040793974,0.0,1413.0,13.771
Kepler-1900 b,Super Earth,Transit,2021,After 2020,0.0103005,0.1447716,0.042,0.008213553,0.0,5025.0,15.502
Kepler-1901 b,Super Earth,Transit,2021,After 2020,0.0087255,0.1314808,0.0453,0.009582478,0.0,3355.0,15.097
Kepler-1902 b,Super Earth,Transit,2021,After 2020,0.005481,0.1048992,0.0385,0.010403832,0.0,1123.0,16.113
Kepler-1903 b,Neptune-like,Transit,2021,After 2020,0.0184275,0.204,0.1321,0.04681725,0.0,5791.0,15.456
Kepler-1904 b,Super Earth,Transit,2021,After 2020,0.007906499999999999,0.12398799999999999,0.0436,0.012594113,0.0,884.0,16.367
Kepler-1905 b,Super Earth,Transit,2021,After 2020,0.0084735,0.1289832,0.0451,0.009308693,0.0,3430.0,15.086
Kepler-1906 b,Neptune-like,Transit,2021,After 2020,0.025609500000000004,0.248,0.0738,0.020260096,0.0,4438.0,15.322
Kepler-1907 b,Terrestrial,Transit,2021,After 2020,0.00185535,0.077604,0.0565,0.015605749,0.0,953.0,13.989
Kepler-1907 c,Super Earth,Transit,2021,After 2020,0.005134499999999999,0.103026,0.1076,0.040793974,0.0,953.0,13.989
Kepler-1909 b,Super Earth,Transit,2021,After 2020,0.0041895000000000005,0.0974064,0.0306,0.006570842,0.0,2491.0,15.933
Kepler-190 b,Super Earth,Transit,2014,2010–2020,0.0096075,0.139152,0.03,0.0054757018,0.0,1414.0,14.336
Kepler-190 c,Super Earth,Transit,2014,2010–2020,0.0085995,0.130232,0.045,0.010403832,0.0,1414.0,14.336
Kepler-1911 b,Super Earth,Transit,2021,After 2020,0.0031815,0.09018119999999999,0.0636,0.016427105,0.0,880.0,12.245
